# zs        u          g          r          i          z          u-g                     g-r                  r-i                  i-z                     eu          eg           er           ei           ez           eu-g                  eg-r                  er-i                   ei-z                  
5.987999999999999989e-01 2.454310999999999865e+01 2.214443999999999946e+01 2.088288000000000011e+01 1.966006000000000142e+01 1.919875000000000043e+01 2.398669999999999192e+00 1.261559999999999349e+00 1.222819999999998686e+00 4.613100000000009970e-01 2.424392000000000102e+00 1.911498000000000086e-01 8.214588000000000445e-02 4.034561999999999871e-02 1.025250000000000050e-01 2.431915873484121970e+00 2.080533384519806239e-01 9.151893057809842857e-02 1.101777866821820051e-01
4.183000000000000052e-01 2.493930999999999898e+01 2.216008000000000067e+01 2.044763000000000019e+01 1.965867000000000075e+01 1.927205000000000013e+01 2.779229999999998313e+00 1.712450000000000472e+00 7.889599999999994395e-01 3.866200000000006298e-01 1.560750000000000082e+00 1.695135000000000114e-01 5.196233000000000102e-02 3.914172999999999958e-02 1.065240999999999966e-01 1.569928466262794364e+00 1.772989295548027255e-01 6.505504412742950382e-02 1.134877037753557610e-01
6.659000000000000474e-01 2.218393000000000015e+01 2.218392000000000053e+01 2.072569000000000017e+01 1.965162000000000120e+01 1.926303000000000054e+01 9.999999999621422830e-06 1.458230000000000359e+00 1.074069999999998970e+00 3.885900000000006571e-01 3.302476999999999774e-01 1.605673999999999990e-01 4.896893000000000079e-02 3.060708999999999999e-02 7.392503000000000268e-02 3.672130625373367652e-01 1.678685379935886124e-01 5.774729485969883752e-02 8.001064940849436646e-02
4.587999999999999856e-01 2.221390999999999849e+01 2.182505000000000095e+01 2.031340000000000146e+01 1.937594999999999956e+01 1.904817999999999856e+01 3.888599999999975410e-01 1.511649999999999494e+00 9.374500000000018929e-01 3.277700000000010050e-01 6.316121999999999570e-01 1.842669000000000112e-01 6.122857000000000299e-02 4.489255999999999802e-02 1.115846999999999950e-01 6.579424455257845139e-01 1.941731913005884103e-01 7.592285378987344291e-02 1.202767110351941754e-01
5.649999999999999467e-01 2.193380000000000152e+01 2.216196000000000055e+01 2.105497000000000085e+01 1.993599000000000032e+01 1.991297000000000139e+01 -2.281599999999990303e-01 1.106989999999999696e+00 1.118980000000000530e+00 2.301999999999893021e-02 6.441162999999999750e-01 2.514431999999999778e-01 1.236398999999999970e-01 6.514393999999999740e-02 2.506461999999999857e-01 6.914546194450724714e-01 2.801972656866051348e-01 1.397517720486348702e-01 2.589734551902252435e-01
5.824000000000000288e-01 2.172328999999999866e+01 2.211610999999999905e+01 2.058656999999999826e+01 1.950099000000000160e+01 1.906156999999999968e+01 -3.928200000000003911e-01 1.529540000000000788e+00 1.085579999999996659e+00 4.394200000000019202e-01 4.118893000000000137e-01 2.121909999999999907e-01 7.208923999999999888e-02 4.197606000000000254e-02 1.129866000000000065e-01 4.633333745107188206e-01 2.241023850939065643e-01 8.341971072175448365e-02 1.205319932328491883e-01
4.190999999999999726e-01 2.535269999999999868e+01 2.068459999999999965e+01 1.930235000000000056e+01 1.844510999999999967e+01 1.803922999999999988e+01 4.668099999999999028e+00 1.382249999999999091e+00 8.572400000000008902e-01 4.058799999999997965e-01 3.259180000000000188e+00 9.090032000000000667e-02 3.781531999999999949e-02 2.737316999999999875e-02 8.572093000000000074e-02 3.260447383500630014e+00 9.845235702005716849e-02 4.668285405318852582e-02 8.998537812285838100e-02
4.168999999999999928e-01 2.673166000000000153e+01 2.191747000000000156e+01 2.053031000000000006e+01 1.964589000000000141e+01 1.908218000000000103e+01 4.814189999999999969e+00 1.387160000000001503e+00 8.844199999999986517e-01 5.637100000000003774e-01 6.334159999999999791e-01 1.643370000000000108e-01 6.625438000000000160e-02 4.640429000000000082e-02 1.303267999999999927e-01 6.543871015117885825e-01 1.771899896669797969e-01 8.088881875505724017e-02 1.383417251903564238e-01
5.252999999999999892e-01 2.333446999999999960e+01 2.227433999999999870e+01 2.029188999999999865e+01 1.942745999999999995e+01 1.893747000000000114e+01 1.060130000000000905e+00 1.982450000000000045e+00 8.644299999999986994e-01 4.899899999999988154e-01 2.134733999999999909e+00 2.817497999999999947e-01 6.774439999999999629e-02 4.903910999999999687e-02 1.453197999999999990e-01 2.153246897259122772e+00 2.897796637643849649e-01 8.363096341040260340e-02 1.533710487074796680e-01
4.556000000000000050e-01 2.546032999999999902e+01 2.145114999999999839e+01 2.012259999999999849e+01 1.934936000000000078e+01 1.883892000000000166e+01 4.009180000000000632e+00 1.328549999999999898e+00 7.732399999999977069e-01 5.104399999999991167e-01 1.693956000000000017e+00 1.318706000000000045e-01 5.344945000000000251e-02 4.504640000000000033e-02 9.703436000000000006e-02 1.699081159062262092e+00 1.422908951748582673e-01 6.990008482299932269e-02 1.069805831614765446e-01
6.729000000000000536e-01 2.445354000000000028e+01 2.277233000000000018e+01 2.153929000000000116e+01 2.008532999999999902e+01 1.981227000000000160e+01 1.681210000000000093e+00 1.233039999999999026e+00 1.453960000000002140e+00 2.730599999999974159e-01 1.307031000000000054e+00 2.104601000000000111e-01 9.984057000000000348e-02 4.231209999999999832e-02 1.278639000000000026e-01 1.323866869686302739e+00 2.329411795066190227e-01 1.084364017492968069e-01 1.346829266448424101e-01
6.306000000000000494e-01 2.450850000000000151e+01 2.278175999999999846e+01 2.115707000000000093e+01 1.994883000000000095e+01 1.938400000000000034e+01 1.726740000000003050e+00 1.624689999999997525e+00 1.208239999999999981e+00 5.648300000000006094e-01 2.126479999999999926e+00 2.917920999999999987e-01 9.390566000000000191e-02 5.015373000000000053e-02 1.414788999999999908e-01 2.146406256984546346e+00 3.065304268787122921e-01 1.064597088712368189e-01 1.501055487919180642e-01
5.646999999999999797e-01 2.224421999999999855e+01 2.212606999999999857e+01 2.044649000000000072e+01 1.938961000000000112e+01 1.896208000000000027e+01 1.181499999999999773e-01 1.679579999999997852e+00 1.056879999999999598e+00 4.275300000000008538e-01 5.608545999999999809e-01 2.384536999999999907e-01 6.201645000000000074e-02 3.925867000000000245e-02 9.149100000000000288e-02 6.094407677410906832e-01 2.463862965229448310e-01 7.339811469493887075e-02 9.955825556511574415e-02
5.129000000000000226e-01 2.219814999999999827e+01 2.203961999999999932e+01 2.040202000000000027e+01 1.941430000000000078e+01 1.881228000000000122e+01 1.585299999999989495e-01 1.637599999999999056e+00 9.877199999999994873e-01 6.020199999999995555e-01 8.607666000000000484e-01 2.346679999999999877e-01 7.361135000000000594e-02 4.407926000000000205e-02 1.026998999999999967e-01 8.921817134976260943e-01 2.459424751294954636e-01 8.579983689361012078e-02 1.117597898269211965e-01
6.149000000000000021e-01 2.283222999999999914e+01 2.225103999999999971e+01 2.079520000000000124e+01 1.981595000000000084e+01 1.926557000000000031e+01 5.811899999999994293e-01 1.455839999999998469e+00 9.792500000000003979e-01 5.503800000000005355e-01 1.072427999999999937e+00 2.097362000000000115e-01 7.482331000000000398e-02 4.489081999999999795e-02 1.107091000000000047e-01 1.092744750055766545e+00 2.226831859611230480e-01 8.725659539329104486e-02 1.194641810045270480e-01
4.605000000000000204e-01 2.306634999999999991e+01 2.152131999999999934e+01 1.998693000000000097e+01 1.915181000000000111e+01 1.873584999999999923e+01 1.545030000000000570e+00 1.534389999999998366e+00 8.351199999999998624e-01 4.159600000000018838e-01 9.875367999999999924e-01 1.001582000000000028e-01 3.824037000000000269e-02 2.784019999999999898e-02 7.538751999999999953e-02 9.926029399419890042e-01 1.072100318299407107e-01 4.730119061690625515e-02 8.036389057151477333e-02
4.177000000000000157e-01 2.207907000000000153e+01 2.188568000000000069e+01 2.038458999999999932e+01 1.959223000000000070e+01 1.923227999999999938e+01 1.933900000000008390e-01 1.501090000000001368e+00 7.923599999999986210e-01 3.599500000000013245e-01 6.831186000000000202e-01 1.832812000000000052e-01 6.682441000000000075e-02 5.144176000000000304e-02 1.736364999999999992e-01 7.072786013583332032e-01 1.950833156507447430e-01 8.433123053617622156e-02 1.810963522662662473e-01
4.616000000000000103e-01 2.323066000000000031e+01 2.202575999999999823e+01 2.024222999999999928e+01 1.941444999999999865e+01 1.899906999999999968e+01 1.204900000000002080e+00 1.783529999999998950e+00 8.277800000000006264e-01 4.153799999999989723e-01 9.336621999999999977e-01 1.290017999999999998e-01 4.019074999999999731e-02 3.096836999999999854e-02 7.747250999999999443e-02 9.425319984552673613e-01 1.351175813460354092e-01 5.073791803000395062e-02 8.343278579885127222e-02
4.612999999999999878e-01 2.234513000000000105e+01 2.135086000000000084e+01 1.941575999999999880e+01 1.860245000000000104e+01 1.814225000000000065e+01 9.942700000000002092e-01 1.935100000000002041e+00 8.133099999999977570e-01 4.602000000000003865e-01 8.376339999999999897e-01 1.273332000000000075e-01 3.264161000000000146e-02 2.485528000000000043e-02 6.381528999999999674e-02 8.472570222655224637e-01 1.314504413291644191e-01 4.102754741963623997e-02 6.848486096695020897e-02
6.943000000000000282e-01 2.455418999999999841e+01 2.249762000000000128e+01 2.087520999999999916e+01 1.963453000000000159e+01 1.903941000000000017e+01 2.056569999999997123e+00 1.622410000000002128e+00 1.240679999999997563e+00 5.951200000000014256e-01 1.900333000000000050e+00 1.993897000000000030e-01 6.964157999999999460e-02 3.486999999999999822e-02 7.434401000000000204e-02 1.910764706434334936e+00 2.112018042796661443e-01 7.788367328841391823e-02 8.211545970692790686e-02
5.664000000000000146e-01 2.347184000000000026e+01 2.269866999999999990e+01 2.107992000000000132e+01 2.007647000000000048e+01 1.969258999999999915e+01 7.731700000000003570e-01 1.618749999999998579e+00 1.003450000000000841e+00 3.838800000000013313e-01 1.226404000000000050e+00 2.172117000000000075e-01 7.892343000000000275e-02 4.546482000000000301e-02 1.244365000000000054e-01 1.245490944902005293e+00 2.311056693805993711e-01 9.108214786991632173e-02 1.324820455378101502e-01
4.601999999999999980e-01 2.522593000000000174e+01 2.203153000000000006e+01 2.051523999999999859e+01 1.975379999999999825e+01 1.902351000000000170e+01 3.194400000000001683e+00 1.516290000000001470e+00 7.614400000000003388e-01 7.302899999999965530e-01 2.163142000000000120e+00 1.915318000000000020e-01 6.943351999999999857e-02 5.444945000000000340e-02 1.345156999999999881e-01 2.171604877176149806e+00 2.037288494809471051e-01 8.823693277133391744e-02 1.451179387663444342e-01
7.032000000000000473e-01 2.490738999999999947e+01 2.343905000000000172e+01 2.154946999999999946e+01 2.015987000000000151e+01 1.963498999999999839e+01 1.468339999999997758e+00 1.889580000000002258e+00 1.389599999999997948e+00 5.248800000000031218e-01 1.219775000000000054e+00 4.741691000000000100e-01 1.122077999999999964e-01 5.146715999999999791e-02 1.101194999999999952e-01 1.308696827389678630e+00 4.872647389003744167e-01 1.234482034673068801e-01 1.215531687728279714e-01
6.280999999999999917e-01 2.319593000000000060e+01 2.226332000000000022e+01 2.090473000000000070e+01 1.995790999999999826e+01 1.941721000000000075e+01 9.326100000000003831e-01 1.358589999999999520e+00 9.468200000000024374e-01 5.406999999999975159e-01 1.066966999999999999e+00 1.781019000000000074e-01 8.220012999999999626e-02 5.696045000000000275e-02 1.307182000000000066e-01 1.081729571506950149e+00 1.961559281684520095e-01 1.000067709518680514e-01 1.425894129149934408e-01
6.290000000000000036e-01 2.544527000000000072e+01 2.290701999999999927e+01 2.133389999999999986e+01 2.007894999999999897e+01 1.958738999999999919e+01 2.538250000000001450e+00 1.573119999999999408e+00 1.254950000000000898e+00 4.915599999999997749e-01 9.925604000000000093e-01 2.390675999999999912e-01 9.693503000000000536e-02 4.670794000000000334e-02 1.136849000000000054e-01 1.020945378077554144e+00 2.579723190787354681e-01 1.076012625397327893e-01 1.229060134698607837e-01
4.067999999999999949e-01 2.182977999999999952e+01 2.122361000000000075e+01 1.979005000000000081e+01 1.902881000000000000e+01 1.861541000000000068e+01 6.061699999999987654e-01 1.433559999999999945e+00 7.612400000000008049e-01 4.133999999999993236e-01 5.464657000000000542e-01 1.159198000000000034e-01 4.507237000000000049e-02 3.517925000000000219e-02 9.644753999999999827e-02 5.586252422765463077e-01 1.243741073111960110e-01 5.717602791362303566e-02 1.026630780885421368e-01
5.637999999999999678e-01 2.377752999999999872e+01 2.198447000000000173e+01 2.045829000000000164e+01 1.952230000000000132e+01 1.917457999999999885e+01 1.793059999999996990e+00 1.526180000000000092e+00 9.359900000000003217e-01 3.477200000000024716e-01 2.846172999999999842e+00 2.231876999999999889e-01 9.338098000000000232e-02 5.475308999999999732e-02 1.563894000000000117e-01 2.854910418097262870e+00 2.419354394400506092e-01 1.082492877127073788e-01 1.656971493324737310e-01
5.145999999999999464e-01 2.372928999999999888e+01 2.160985000000000156e+01 2.008388000000000062e+01 1.925271000000000043e+01 1.873603999999999914e+01 2.119439999999997326e+00 1.525970000000000937e+00 8.311700000000001864e-01 5.166700000000012949e-01 2.416440000000000143e+00 1.623326999999999964e-01 5.720643999999999729e-02 4.174259999999999776e-02 1.054998000000000047e-01 2.421886491784718487e+00 1.721176407773578609e-01 7.081681602722335322e-02 1.134577121874048855e-01
4.995999999999999885e-01 2.504074999999999918e+01 2.242327999999999832e+01 2.063524999999999920e+01 1.970853999999999928e+01 1.937106999999999957e+01 2.617470000000000852e+00 1.788029999999999120e+00 9.267099999999999227e-01 3.374699999999997146e-01 1.989119000000000081e+00 2.155714999999999992e-01 7.029541999999999735e-02 4.805979999999999974e-02 1.808740000000000070e-01 2.000766220169975629e+00 2.267432858658143258e-01 8.515392210002073470e-02 1.871500688005217072e-01
4.613999999999999768e-01 2.399187999999999832e+01 2.183798000000000172e+01 2.022383999999999915e+01 1.941964000000000112e+01 1.899567000000000050e+01 2.153899999999996595e+00 1.614140000000002573e+00 8.041999999999980275e-01 4.239700000000006241e-01 2.925321999999999978e+00 1.843404999999999905e-01 6.027536000000000005e-02 4.187232999999999927e-02 1.119962000000000041e-01 2.931124395794939552e+00 1.939446801626164563e-01 7.339217289846718117e-02 1.195677248845561091e-01
5.658999999999999586e-01 2.344331999999999994e+01 2.259250000000000114e+01 2.057326000000000121e+01 1.961719000000000079e+01 1.907171999999999912e+01 8.508199999999987995e-01 2.019239999999999924e+00 9.560700000000004195e-01 5.454700000000016757e-01 1.806119000000000030e+00 2.937961000000000045e-01 7.046774000000000093e-02 4.774781000000000164e-02 1.315634999999999999e-01 1.829858461886112675e+00 3.021288644865260387e-01 8.512083023857144881e-02 1.399600224780137014e-01
5.608999999999999542e-01 2.256399000000000044e+01 2.194689999999999941e+01 2.027051000000000158e+01 1.914030999999999949e+01 1.861918000000000006e+01 6.170900000000010266e-01 1.676389999999997826e+00 1.130200000000002092e+00 5.211299999999994270e-01 6.720566000000000040e-01 1.182890000000000053e-01 4.288571000000000050e-02 2.516774999999999915e-02 6.519305000000000239e-02 6.823872515841427067e-01 1.258231760972679525e-01 4.972524270696524612e-02 6.988239698497041019e-02
5.943000000000000504e-01 2.315464000000000055e+01 2.288068000000000168e+01 2.122814999999999941e+01 2.005302000000000007e+01 1.953956000000000159e+01 2.739599999999988711e-01 1.652530000000002275e+00 1.175129999999999342e+00 5.134599999999984732e-01 9.645253000000000299e-01 2.624839999999999951e-01 9.595360000000000000e-02 5.160610999999999671e-02 1.269683000000000062e-01 9.996033736418110660e-01 2.794726169215152045e-01 1.089508326828762669e-01 1.370552435852860906e-01
4.077999999999999958e-01 2.518787000000000020e+01 2.130754999999999910e+01 2.012384000000000128e+01 1.907921999999999940e+01 2.008716000000000079e+01 3.880320000000001102e+00 1.183709999999997819e+00 1.044620000000001880e+00 -1.007940000000001390e+00 3.405962000000000156e+00 1.547597000000000000e-01 7.659399999999999542e-02 4.307310999999999779e-02 4.203470000000000262e-01 3.409476163604622023e+00 1.726765924498453730e-01 8.787453351837549997e-02 4.225480957406767546e-01
4.230999999999999761e-01 2.369995000000000118e+01 2.157674000000000092e+01 1.990028999999999826e+01 1.905239999999999867e+01 1.857723999999999975e+01 2.123210000000000264e+00 1.676450000000002660e+00 8.478899999999995885e-01 4.751599999999989166e-01 2.317520000000000024e+00 1.529803999999999886e-01 4.720508999999999816e-02 3.408734000000000069e-02 8.712741000000000235e-02 2.322563659662348012e+00 1.600978554074603821e-01 5.822600166749988815e-02 9.355817613433740909e-02
